label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,fallacy of relevance,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children."""," ""I am an open-minded individual who has a record on votes that expanded educational opportunities for all children."""," ""Concerns about my votes on the environment are not important.""","IsOpenMindedIndividual(a),  HasRecordOnVotes(a),  ExpandsEducationalOpportunities(e, f)","ConcernsAbout(g, h)",[],[],[],"IsOpenMindedIndividual(a) and HasRecordOnVotes(a) and ExpandsEducationalOpportunities(e, f)","ConcernsAbout(g, h) and ~IsImportant(g)","(IsOpenMindedIndividual(a) and HasRecordOnVotes(a) and ExpandsEducationalOpportunities(e, f)) -> (ConcernsAbout(g, h) and ~IsImportant(g))","(exists f (exists a (exists e (IsOpenMindedIndividual(a) and HasRecordOnVotes(a) and ExpandsEducationalOpportunities(e, f))))) -> (exists h (exists g (ConcernsAbout(g, h) and ~IsImportant(g))))"
0,intentional,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.", Fish are inexpensive and require no maintenance at all.  , Fish are the easiest pets to keep.,"IsInexpensive(a),  RequiresNoMaintenance(a)","IsFish(a),  IsPet(a),  IsEasiestToKeep(a)",[],"[(' Fish', ' Fish')]","[(' Fish', ' pets')]",IsInexpensive(a) and RequiresNoMaintenance(a),IsFish(a) and IsPet(a) and IsEasiestToKeep(a),(IsInexpensive(a) and RequiresNoMaintenance(a)) -> (IsFish(a) and IsPet(a) and IsEasiestToKeep(a)),(exists a (IsInexpensive(a) and RequiresNoMaintenance(a))) -> (exists a (IsFish(a) and IsPet(a) and IsEasiestToKeep(a)))
0,intentional,I am only slightly obese.  That is perfectly normal here in America.," ""I am slightly obese.""  "," ""Being slightly obese is normal in America.""",IsSlightlyObese(a),"IsSlightlyObese(x),  IsNormalIn(y, b)",[],[],[],IsSlightlyObese(a),"IsSlightlyObese(x) and IsNormalIn(x, b)","(IsSlightlyObese(a)) -> (IsSlightlyObese(x) and IsNormalIn(x, b))","(exists a (IsSlightlyObese(a))) -> (exists x (exists b (IsSlightlyObese(x) and IsNormalIn(x, b))))"
0,ad populum,"Most people think the world is flat, therefore it is flat.", Most people think the world is flat.  , The world is flat.,ThinkWorldIsFlat(b),IsFlat(a),[],"[(' the world', ' The world')]",[],ThinkWorldIsFlat(b),IsFlat(a),(ThinkWorldIsFlat(b)) -> (IsFlat(a)),(exists b (ThinkWorldIsFlat(b))) -> (exists a (IsFlat(a)))
0,appeal to emotion,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.," ""I spent 150 hours on that project and missed every party this quarter."""," ""You have to give me a passing grade.""","SpentHours(a, b),  MissedParty(a, c)","Give(e, f, g)",[],[],[],"SpentHours(a, b) and MissedParty(a, c)","Give(e, f, g)","(SpentHours(a, b) and MissedParty(a, c)) -> (Give(e, f, g))","(exists a (exists c (exists b (SpentHours(a, b) and MissedParty(a, c))))) -> (exists f (exists e (exists g (Give(e, f, g)))))"
0,ad populum,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.", Everyone at her school has an iPhone.  , You should buy your 12-year-old daughter an iPhone to help her fit in with the other kids.,"HasiPhone(b),  IsAtSchool(b, c)","Is12YearsOld(d),  HasDaughter(x,d)",[],"[(' iPhone', ' iPhone')]",[],"IsAtSchool(b, c) and HasiPhone(b)","HasDaughter(x,d) and Is12YearsOld(d) and Buys(x,a) and FitsInWith(d,e)","(IsAtSchool(b, c) and HasiPhone(b)) -> (HasDaughter(x,d) and Is12YearsOld(d) and Buys(x,a) and FitsInWith(d,e))","(exists c (exists b (IsAtSchool(b, c) and HasiPhone(b)))) -> (exists a (exists e (exists x (exists d (HasDaughter(x,d) and Is12YearsOld(d) and Buys(x,a) and FitsInWith(d,e))))))"
0,intentional,Kerry’s plan will raise taxes by at least $900 billion his first hundred days., Kerry's plan will raise taxes by at least $900 billion in his first hundred days.  , Taxes will increase by at least $900 billion in Kerry's first hundred days.,"WillRaiseTaxes(c, a),  Amount(b),  TimeFrame(d)","WillIncrease(a),  Amount(b),  TimeFrame(e)",[],"[(' taxes', ' Taxes'), (' $900 billion', ' $900 billion')]",[],"WillRaiseTaxes(c, a) and Amount(b) and TimeFrame(d)",WillIncrease(a) and Amount(b) and TimeFrame(e),"(WillRaiseTaxes(c, a) and Amount(b) and TimeFrame(d)) -> (WillIncrease(a) and Amount(b) and TimeFrame(e))","(exists a (exists c (exists d (exists b (WillRaiseTaxes(c, a) and Amount(b) and TimeFrame(d)))))) -> (exists a (exists e (exists b (WillIncrease(a) and Amount(b) and TimeFrame(e)))))"
0,fallacy of extension,"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?"," ""You want people to lose their jobs.""  "," ""You should not want people to stay inside.""","WantToLoseJobs(a, b)","WantToStayInside(a, b)",[],"[(' You', ' You'), (' people', ' people')]","[(' You', ' people'), (' people', ' You')]","WantToLoseJobs(a, b)","~WantToStayInside(a, b)","(exists b (exists a (WantToLoseJobs(a, b)))) -> (exists a (forall b (~WantToStayInside(a, b))))","(exists a (exists b (WantToLoseJobs(a, b)))) -> (exists a (exists b (~WantToStayInside(a, b))))"
0,appeal to emotion,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills."," ""Power lines cause cancer."""," ""Vote for this bill to tear down all power lines and replace power lines with monkeys on treadmills.""",CauseCancer(a),"TearsDown(c, a),  Replaces(a, d),  On(d, e)",[],"[(' Power lines', ' power lines')]",[],CauseCancer(a),"TearsDown(c, a) and Replaces(a, d) and On(d, e)","(CauseCancer(a)) -> (TearsDown(c, a) and Replaces(a, d) and On(d, e))","(exists a (CauseCancer(a))) -> (exists a (exists c (exists e (exists d (TearsDown(c, a) and Replaces(a, d) and On(d, e))))))"
0,ad hominem,"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.", Freud used cocaine.  , We should not have to read the book by Freud.,"Used(a, b)","Read(c, d),  WrittenBy(d, a)",[],"[(' Freud', ' Freud')]",[],"Used(a, b)","Read(c, d) and WrittenBy(d, a) and ~Read(c, d)","(Used(a, b)) -> (Read(c, d) and WrittenBy(d, a) and ~Read(c, d))","(exists a (exists b (Used(a, b)))) -> (exists a (exists c (exists d (Read(c, d) and WrittenBy(d, a) and ~Read(c, d)))))"
0,false causality,"Our house was burglarized right after that new family moved in next door. Therefore, that new family must have been involved.", The house was burglarized after the new family moved in next door.  , The new family was involved in the burglary.,"Burglarized(b),  MovedIn(a, c)","InvolvedIn(a, d)",[],"[(' the new family', ' The new family')]",[],"MovedIn(a, c) and Burglarized(b)","InvolvedIn(a, d)","(MovedIn(a, c) and Burglarized(b)) -> (InvolvedIn(a, d))","(exists a (exists c (exists b (MovedIn(a, c) and Burglarized(b))))) -> (exists a (exists d (InvolvedIn(a, d))))"
0,circular reasoning,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls.", Witchcraft is an urgent spiritual problem.  , Witchcraft threatens our souls.,IsSpiritualProblem(a),"Threatens(a, c)",[],"[(' Witchcraft', ' Witchcraft')]",[],IsSpiritualProblem(a),"Threatens(a, c)","(IsSpiritualProblem(a)) -> (Threatens(a, c))","(exists a (IsSpiritualProblem(a))) -> (exists a (exists c (Threatens(a, c))))"
0,false dilemma,"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit."""," ""We cannot live with a huge deficit.""  "," ""We have to cut education funding this year.""","CannotLiveWith(a, b)","HaveToCut(c),  IsThisYear(d)",[],[],[],"~CannotLiveWith(a, b)",HaveToCut(c) and IsThisYear(d),"(~CannotLiveWith(a, b)) -> (HaveToCut(c) and IsThisYear(d))","(exists a (exists b (~CannotLiveWith(a, b)))) -> (exists c (exists d (HaveToCut(c) and IsThisYear(d))))"
0,appeal to emotion,"""You'll make the right decision because you have something that not many people do: you have heart.""?"," ""You have heart.""  "," ""You will make the right decision.""",HasHeart(a),WillMakeDecision(a),[],"[(' You', ' You')]",[],HasHeart(a),WillMakeDecision(a),(HasHeart(a)) -> (WillMakeDecision(a)),(exists a (HasHeart(a))) -> (exists a (WillMakeDecision(a)))
0,faulty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?, Christine had a terrible experience with a boyfriend.  , All boys are mean.,"HadExperienceWith(b, a),  IsTerrible(c)",IsMean(a),[],"[(' All boys', ' boyfriend')]",[],"HadExperienceWith(b, a) and IsTerrible(c)",IsBoy(a) and IsMean(a),"(HadExperienceWith(b, a) and IsTerrible(c)) -> (IsBoy(a) and IsMean(a))","(exists a (exists c (exists b (HadExperienceWith(b, a) and IsTerrible(c))))) -> (exists a (IsBoy(a) and IsMean(a)))"
0,circular reasoning,Smoking pot is against the law because it's wrong; I know it's wrong because it is against the law., Smoking pot is against the law., Smoking pot is wrong.,"IsSmoked(x),  IsAgainst(b)",IsWrong(c),[],[],[],IsSmoked(a) and IsAgainst(b),IsWrong(c),(IsSmoked(a) and IsAgainst(b)) -> (IsWrong(c)),(exists a (exists b (IsSmoked(a) and IsAgainst(b)))) -> (exists c (IsWrong(c)))
0,circular reasoning,"""You can't give me a D because I'm an A student!"""," ""I am an A student.""  "," ""I should not receive a D grade.""",IsAStudent(a),"ShouldNotReceive(a, c)",[],"[(' I', ' I')]",[],IsAStudent(a),"ShouldNotReceive(a, c)","(IsAStudent(a)) -> (ShouldNotReceive(a, c))","(exists a (IsAStudent(a))) -> (exists a (exists c (ShouldNotReceive(a, c))))"
0,fallacy of logic,People who buy stocks are no different from people who bet on horse racing. They both risk their money with little chance of making a big profit., People who buy stocks risk their money with little chance of making a big profit.  , People who bet on horse racing risk their money with little chance of making a big profit.,"BuysStocks(b),  RisksMoney(b),  HasLittleChanceOfMakingBigProfit(b),  IsRisked(c)","BetsOnHorseRacing(d),  RisksMoney(d),  HasLittleChanceOfMakingBigProfit(d),  IsRisked(e)",[],"[(' big profit', ' big profit')]","[(' People who buy stocks', ' People'), (' their money', ' money')]",BuysStocks(b) and (RisksMoney(b) and HasLittleChanceOfMakingBigProfit(b) and IsRisked(c)),BetsOnHorseRacing(d) and (RisksMoney(d) and HasLittleChanceOfMakingBigProfit(d)),(exists b (BuysStocks(b) and (RisksMoney(b) and HasLittleChanceOfMakingBigProfit(b) and IsRisked(c)))) -> (forall d (BetsOnHorseRacing(d) and (RisksMoney(d) and HasLittleChanceOfMakingBigProfit(d)))),(exists c (exists b (BuysStocks(b) and (RisksMoney(b) and HasLittleChanceOfMakingBigProfit(b) and IsRisked(c))))) -> (exists d (BetsOnHorseRacing(d) and (RisksMoney(d) and HasLittleChanceOfMakingBigProfit(d))))
0,appeal to emotion,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine."," ""The public education system failed me.""  "," ""I am not at fault for stealing.""","Failed(a, b)","AtFault(c),  IsStealing(c)",[],[],[],"Failed(a, b)",~AtFault(c) and IsStealing(c),"(Failed(a, b)) -> (~AtFault(c) and IsStealing(c))","(exists a (exists b (Failed(a, b)))) -> (exists c (~AtFault(c) and IsStealing(c)))"
0,faulty generalization,"Trump presents a dark image of America if Clinton is elected, with “Syrian refugees flooding in, illegal immigrants convicted of crimes staying.”"," ""Syrian refugees are flooding in and illegal immigrants convicted of crimes are staying."""," ""America will be in a dark state if Clinton is elected.""","FloodingIn(a),  Staying(b)","IsInDarkState(c),  IsElected(e)",[],[],[],FloodingIn(a) and Staying(b),IsElected(e) and IsInDarkState(c),(FloodingIn(a) and Staying(b)) -> (IsElected(e) and IsInDarkState(c)),(exists a (exists b (FloodingIn(a) and Staying(b)))) -> (exists c (exists e (IsElected(e) and IsInDarkState(c))))
0,ad hominem,"Charlie: Fast food is filled with salt, fat, and added sugars. We need better regulation of the industry.
Bob: That my be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries, and 64oz of soda yesterday!"," ""Fast food is filled with salt, fat, and added sugars."""," ""We need better regulation of the fast food industry.""","IsFilledWithSalt(a),  IsFilledWithFat(a),  IsFilledWithAddedSugars(a)","NeedsBetterRegulation(b, d)",[],[],"[(' Fast food', ' fast food industry')]",IsFilledWithSalt(a) and IsFilledWithFat(a) and IsFilledWithAddedSugars(a),"NeedsBetterRegulation(b, d)","(exists a (IsFilledWithSalt(a) and IsFilledWithFat(a) and IsFilledWithAddedSugars(a))) -> (forall d (NeedsBetterRegulation(b, d)))","(exists a (IsFilledWithSalt(a) and IsFilledWithFat(a) and IsFilledWithAddedSugars(a))) -> (exists d (exists b (NeedsBetterRegulation(b, d))))"
0,faulty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean.," ""Christine had a terrible experience with a boyfriend."""," ""All boys are mean.""","HadTerribleExperience(a, b),  WithBoyfriend(b, c)",IsMean(d),[],[],"[(' boyfriend', ' All boys')]","HadTerribleExperience(a, b) and WithBoyfriend(b, c)",IsBoy(d) and IsMean(d),"(exists c (HadTerribleExperience(a, b) and WithBoyfriend(b, c))) -> (forall d (IsBoy(d) and IsMean(d)))","(exists a (exists c (exists b (HadTerribleExperience(a, b) and WithBoyfriend(b, c))))) -> (exists d (IsBoy(d) and IsMean(d)))"
0,intentional,"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted."," ""Barbara believes the office is haunted and the cleaning crew heard a noise they couldn't identify.""  "," ""The office is haunted.""","BelievesHaunted(b, a),  HeardNoise(c, d),  CannotIdentify(c, d)",IsHaunted(a),[],"[(' the office', ' The office')]",[],"BelievesHaunted(b, a) and (HeardNoise(c, d) and CannotIdentify(c, d))",IsHaunted(a),"(BelievesHaunted(b, a) and (HeardNoise(c, d) and CannotIdentify(c, d))) -> (IsHaunted(a))","(exists a (exists c (exists d (exists b (BelievesHaunted(b, a) and (HeardNoise(c, d) and CannotIdentify(c, d))))))) -> (exists a (IsHaunted(a)))"
0,ad populum,"I am voting for Pepitone for President because the rest of my family is voting for her, and I don't want to be the only one not doing so."," ""The rest of my family is voting for Pepitone for President."""," ""You should vote for Pepitone for President.""","IsVoting(c, a),  IsPresident(b)","IsVoting(d, a),  IsPresident(b)",[],"[(' Pepitone', ' Pepitone'), (' President', ' President')]",[],"IsVoting(c, a) and IsPresident(b)","IsVoting(d, a) and IsPresident(b)","(IsVoting(c, a) and IsPresident(b)) -> (IsVoting(d, a) and IsPresident(b))","(exists a (exists c (exists b (IsVoting(c, a) and IsPresident(b))))) -> (exists a (exists b (exists d (IsVoting(d, a) and IsPresident(b)))))"
0,fallacy of credibility,"“I admire the president for being a good role model.” REPLY: “But the New York Times says he’s a lousy role model, so you’re wrong.”"," ""The New York Times says the president is a lousy role model."""," ""The president is not a good role model.""","Says(b, a, c),  IsLousyRoleModel(a)",IsNotGoodRoleModel(a),[],"[(' The president', ' The president')]",[],"Says(b, a, c) and IsLousyRoleModel(a)",IsNotGoodRoleModel(a),"(Says(b, a, c) and IsLousyRoleModel(a)) -> (IsNotGoodRoleModel(a))","(exists a (exists c (exists b (Says(b, a, c) and IsLousyRoleModel(a))))) -> (exists a (IsNotGoodRoleModel(a)))"
0,faulty generalization,The numbers on gun violence speak for themselves. We should ban guns in the country!," ""The numbers on gun violence are significant.""  "," ""The country should ban guns.""","OnGunViolence(a),  AreSignificant(a)","ShouldBan(c, d)",[],[],[],OnGunViolence(a) and AreSignificant(a),"ShouldBan(c, d)","(OnGunViolence(a) and AreSignificant(a)) -> (ShouldBan(c, d))","(exists a (OnGunViolence(a) and AreSignificant(a))) -> (exists c (exists d (ShouldBan(c, d))))"
0,false causality,"“The temperature has dropped this morning, and I also have a headache. Therefore, the cold weather must be causing my headache. “"," ""The temperature has dropped this morning and I have a headache."""," ""The cold weather is causing my headache.""","HasDropped(a),  HasHeadache(b)","IsColdWeather(d),  IsCausing(d, e)",[],[],[],HasDropped(a) and HasHeadache(b),"IsColdWeather(d) and IsCausing(d, e)","(HasDropped(a) and HasHeadache(b)) -> (IsColdWeather(d) and IsCausing(d, e))","(exists a (exists b (HasDropped(a) and HasHeadache(b)))) -> (exists e (exists d (IsColdWeather(d) and IsCausing(d, e))))"
0,ad hominem,"My teacher says the Earth is flat, so it definitely is flat."," ""The teacher says the Earth is flat.""  "," ""The Earth is flat.""","SaysFlat(b, a)",IsFlat(a),[],"[(' the Earth', ' The Earth')]",[],"SaysFlat(b, a)",IsFlat(a),"(SaysFlat(b, a)) -> (IsFlat(a))","(exists a (exists b (SaysFlat(b, a)))) -> (exists a (IsFlat(a)))"
0,equivocation,"The fallacy of equivocation occurs when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.", A key term or phrase in an argument is used ambiguously with different meanings in different parts of the argument., The fallacy of equivocation occurs.,"IsUsedAmbiguously(a),  IsInArgument(a,b),  HasDifferentMeanings(a,c),  IsInDifferentParts(a,d)","IsFallacy(e),  IsEquivocation(e)",[],[],[],"IsUsedAmbiguously(a) and IsInArgument(a,b) and HasDifferentMeanings(a,c) and IsInDifferentParts(a,d)",IsFallacy(e) and IsEquivocation(e),"(IsUsedAmbiguously(a) and IsInArgument(a,b) and HasDifferentMeanings(a,c) and IsInDifferentParts(a,d)) -> (IsFallacy(e) and IsEquivocation(e))","(exists a (exists c (exists d (exists b (IsUsedAmbiguously(a) and IsInArgument(a,b) and HasDifferentMeanings(a,c) and IsInDifferentParts(a,d)))))) -> (exists e (IsFallacy(e) and IsEquivocation(e)))"
0,faulty generalization,When you have too little or unrepresentative data to make claim., Too little or unrepresentative data is available.  , A claim cannot be made.,"IsAvailable(a),  IsAvailable(b)",CannotBeMade(c),[],[],[],IsAvailable(a) and IsAvailable(b),CannotBeMade(c),(IsAvailable(a) and IsAvailable(b)) -> (CannotBeMade(c)),(exists a (exists b (IsAvailable(a) and IsAvailable(b)))) -> (exists c (CannotBeMade(c)))
0,ad populum,"The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement.", The majority of people believe advertisers should spend more money on billboards.  , Billboards are the best form of advertisement.,"Believes(c,b),  SpendsMoreMoneyOn(c,a)",IsBestFormOfAdvertisement(a),[],"[(' billboards', ' Billboards')]","[(' billboards', ' form of advertisement')]","Believes(c,b) and SpendsMoreMoneyOn(c,a)",IsBestFormOfAdvertisement(a),"(Believes(c,b) and SpendsMoreMoneyOn(c,a)) -> (IsBestFormOfAdvertisement(a))","(exists a (exists c (exists b (Believes(c,b) and SpendsMoreMoneyOn(c,a))))) -> (exists a (IsBestFormOfAdvertisement(a)))"
0,faulty generalization,"If we ban Hummers because they are bad for the environment, eventually the government will ban all cars, so we should not ban Hummers.", Hummers are bad for the environment.  , The government will ban all cars.,IsBadForEnvironment(a),"WillBan(c, d)",[],[],"[(' Hummers', ' all cars')]",IsBadForEnvironment(a),"WillBan(c, d)","(exists a (IsBadForEnvironment(a))) -> (forall d (WillBan(c, d)))","(exists a (IsBadForEnvironment(a))) -> (exists c (exists d (WillBan(c, d))))"
0,ad hominem,"My opponent raised a good point, but can we trust him? I mean he just moved to town only 5 months ago, how much could he really know?"," ""My opponent moved to town 5 months ago.""  "," ""My opponent does not know much.""","MovedToTown(a, b)",DoesNotKnowMuch(a),[],"[(' My opponent', ' My opponent')]",[],"MovedToTown(a, b)",DoesNotKnowMuch(a),"(MovedToTown(a, b)) -> (DoesNotKnowMuch(a))","(exists a (exists b (MovedToTown(a, b)))) -> (exists a (DoesNotKnowMuch(a)))"
0,false dilemma,"Either you can save your money to buy a new car for yourself, or you can just take an Uber around for the rest of your life.", You can save money to buy a new car for yourself., You will take an Uber around for the rest of your life.,"CanSaveMoney(a),  ToBuy(a, c)","WillTakeUber(a, d),  IsForRestOfLife(e)",[],"[(' You', ' You'), (' yourself', ' You')]",[],"CanSaveMoney(a) and ToBuy(a, c)","WillTakeUber(a, d) and IsForRestOfLife(e)","(CanSaveMoney(a) and ToBuy(a, c)) -> (WillTakeUber(a, d) and IsForRestOfLife(e))","(exists a (exists c (CanSaveMoney(a) and ToBuy(a, c)))) -> (exists a (exists e (exists d (WillTakeUber(a, d) and IsForRestOfLife(e)))))"
0,false causality,"Matthieu was the only player on the team who didn't grow a playoff beard, and thus he ended up getting injured.", Matthieu was the only player on the team who didn't grow a playoff beard.  , Not growing a playoff beard leads to getting injured.,"Didn'tGrow(a, c)",NotGrown(a),[],"[(' playoff beard', ' Playoff beard')]",[],"Didn'tGrow(a, b) and (c = b)",NotGrown(a),"(Didn'tGrow(a, b) and (c = b)) -> (NotGrown(a))","(exists a (exists c (exists b (Didn'tGrow(a, b) and (c = b))))) -> (exists a (NotGrown(a)))"
0,intentional,"John: Members of the UbaTuba White Men's Club are upstanding citizens of the community.
Marvin: Then why are there so many of these members in jail?
John: They were never true UbaTuba White Men's Club members.
Marvin: What’s a true UbaTuba White Men's Club member?
John: Those who don't go to jail.
", UbaTuba White Men's Club members are upstanding citizens of the community.  , True UbaTuba White Men's Club members do not go to jail.,"IsMemberOfCommunity(a),  IsUpstandingCitizen(a)","IsTrueMember(c),  DoesNotGoToJail(c)",[],[],"[("" UbaTuba White Men's Club members"", "" True UbaTuba White Men's Club members"")]",IsMemberOfCommunity(a) and IsUpstandingCitizen(a),IsTrueMember(c) and DoesNotGoToJail(c),(exists a (IsMemberOfCommunity(a) and IsUpstandingCitizen(a))) -> (forall c (IsTrueMember(c) and DoesNotGoToJail(c))),(exists a (IsMemberOfCommunity(a) and IsUpstandingCitizen(a))) -> (exists c (IsTrueMember(c) and DoesNotGoToJail(c)))
0,faulty generalization,"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now."""," ""Animal experimentation reduces our respect for life."""," ""Society will become a battlefield and civilization will end.""","Reduces(a, b)","WillBecome(d, e),  WillEnd(f)",[],[],[],"Reduces(a, b)","WillBecome(d, e) and WillEnd(f)","(Reduces(a, b)) -> (WillBecome(d, e) and WillEnd(f))","(exists a (exists b (Reduces(a, b)))) -> (exists f (exists e (exists d (WillBecome(d, e) and WillEnd(f)))))"
0,false causality,You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in., Jane Fonda is in great shape.  , Jane Fonda's exercise videos are worth the money.,IsInGreatShape(a),"AreWorth(a, b)",[],"[("" Jane Fonda's exercise videos"", ' Jane Fonda')]",[],IsInGreatShape(a),"AreWorth(a, b)","(IsInGreatShape(a)) -> (AreWorth(a, b))","(exists a (IsInGreatShape(a))) -> (exists a (exists b (AreWorth(a, b))))"
0,faulty generalization,"Asians make lousy athletes, but do well at the Math Olympiad."," ""Asians make lousy athletes and do well at the Math Olympiad.""  "," ""Asians are not good at sports but are good at mathematics.""","MakeLousyAthletes(a),  DoWellAtMathOlympiad(a)","NotGoodAtSports(a),  GoodAtMathematics(a)",[],"[(' Asians', ' Asians')]","[(' Math Olympiad', ' mathematics')]",MakeLousyAthletes(a) and DoWellAtMathOlympiad(a),NotGoodAtSports(a) and GoodAtMathematics(a),(MakeLousyAthletes(a) and DoWellAtMathOlympiad(a)) -> (NotGoodAtSports(a) and GoodAtMathematics(a)),(exists a (MakeLousyAthletes(a) and DoWellAtMathOlympiad(a))) -> (exists a (NotGoodAtSports(a) and GoodAtMathematics(a)))
0,false dilemma,"“Caldwell Hall is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously we shouldn’t risk anyone’s safety, so we must tear the building down.”"," ""Caldwell Hall is in bad shape."""," ""Caldwell Hall must be torn down.""",IsInBadShape(a),MustBeTornDown(a),[],"[(' Caldwell Hall', ' Caldwell Hall')]",[],IsInBadShape(a),MustBeTornDown(a),(IsInBadShape(a)) -> (MustBeTornDown(a)),(exists a (IsInBadShape(a))) -> (exists a (MustBeTornDown(a)))
0,faulty generalization,Did you really vote for Donald as class treasurer? Didn't you hear that his uncle was imprisoned for embezzling $1.5 million?, Donald's uncle was imprisoned for embezzling $1.5 million.  , Donald is not suitable for class treasurer.,IsImprisoned(a),"IsNotSuitable(b, c)",[],[],[],IsImprisoned(a),"IsNotSuitable(b, c)","(IsImprisoned(a)) -> (IsNotSuitable(b, c))","(exists a (IsImprisoned(a))) -> (exists c (exists b (IsNotSuitable(b, c))))"
0,fallacy of logic,"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.", The ozone layer is being protected.  , Many people will be spared the pain of cancer and other illnesses.,IsProtected(a),"IsSparedPain(b, c),  IsSparedPain(b, d)",[],[],[],IsProtected(a),"IsSparedPain(b, c) and IsSparedPain(b, d)","(IsProtected(a)) -> (IsSparedPain(b, c) and IsSparedPain(b, d))","(exists a (IsProtected(a))) -> (exists c (exists d (exists b (IsSparedPain(b, c) and IsSparedPain(b, d)))))"
0,faulty generalization,"Broccoli has significantly less fat than the leading candy bar! Plus, it's nowhere near as hot as Hot Cheetos!", Broccoli has significantly less fat than the leading candy bar. , Broccoli is healthier than Hot Cheetos.,"LessFatThan(a, b)","HealthierThan(a, c)",[],"[(' Broccoli', ' Broccoli')]",[],"LessFatThan(a, b)","HealthierThan(a, c)","(LessFatThan(a, b)) -> (HealthierThan(a, c))","(exists a (exists b (LessFatThan(a, b)))) -> (exists a (exists c (HealthierThan(a, c))))"
0,fallacy of relevance,You're complaining because you have to walk to school? I used to have to give my parents my entire paycheck.," ""I used to have to give my parents my entire paycheck.""  "," ""You should not complain about walking to school.""","IsGiven(b, a)","ComplainsAboutWalkingTo(c, d)",[],[],[],"IsGiven(b, a)","~ComplainsAboutWalkingTo(c, d)","(IsGiven(b, a)) -> (~ComplainsAboutWalkingTo(c, d))","(exists a (exists b (IsGiven(b, a)))) -> (exists c (exists d (~ComplainsAboutWalkingTo(c, d))))"
0,fallacy of extension,Robot 2 (Blue) has been refuting all of Robot 1's (Orange) arguments. Robot 1 launches the above counterargument. What is this fallacy?, Robot 2 has been refuting all of Robot 1's arguments.  , Robot 1's counterargument contains a fallacy.,"IsRefuting(a, b)",ContainsFallacy(c),[],[],[],"IsRefuting(a, b)",ContainsFallacy(c),"(IsRefuting(a, b)) -> (ContainsFallacy(c))","(exists a (exists b (IsRefuting(a, b)))) -> (exists c (ContainsFallacy(c)))"
0,ad hominem,Personally attacking someone to shift attention away from your views is," ""Personally attacking someone shifts attention away from your views."""," ""You should personally attack someone to shift attention from your views.""","IsPersonallyAttacked(a),  HasAttentionShiftedFrom(b)","PersonallyAttacks(c, a),  HasAttentionShiftedFrom(b)",[],"[(' Someone', ' someone'), (' your views', ' your views')]","[(' your views', ' You')]",IsPersonallyAttacked(a) and HasAttentionShiftedFrom(b),"PersonallyAttacks(c, a) and HasAttentionShiftedFrom(b)","(exists b (IsPersonallyAttacked(a) and HasAttentionShiftedFrom(b))) -> (forall c (PersonallyAttacks(c, a) and HasAttentionShiftedFrom(b)))","(exists a (exists b (IsPersonallyAttacked(a) and HasAttentionShiftedFrom(b)))) -> (exists a (exists c (exists b (PersonallyAttacks(c, a) and HasAttentionShiftedFrom(b)))))"
